Key,Description,Standard
SAY.flowchart_game_story.1498.王浩,,你是说他们有飞行器或者空间传输的工具？
SAY.flowchart_game_story.1492.凯瑟琳,,我这么认为。{wc}\n苏美尔泥板中也详细的描述到了这些大神们拥有非常接近飞机火箭之类的飞行器。{wc}\n所以西琴曾猜测，安奴纳奇人来自外星，一个被记述为尼比鲁的星球。{wc}\n不过目前我们姑且不去细说。因为我们认为西琴在这方面的理解可能是错误的。{wc}\n因为这个话题牵扯到另一个争议的秘密，我在之后的时间再跟你慢慢说明。
SAY.flowchart_game_story.1491.王浩,,我靠，又有秘密啊。{wc}\n好期待的说。
SAY.flowchart_game_story.1499.凯瑟琳,,我们刚才已经了解到了，{wc}\n事实上，在地面上很长一段时间都是大神恩基带领的安奴纳奇人团队在管理和发展的。{wc}\n但是作为天空更高的领导角色恩利尔，在人类被大量创造以后，{wc}\n决定带领更多的安奴纳奇人，来到大地上，{wc}\n并且选择了现在的中东地区，美索不达米亚平原地区，开始建立神族们自己可以生活的居所。{wc}\n这就是最早在埃利都的伊甸园，{wc}\n大量人类苦工协助安奴纳奇大神修建了华丽雄伟的神族宫殿和城池。{wc}\n恩利尔开始觉得在人间的生活非常满意，{wc}\n于是开始利用权力排挤恩基的势力，并逐渐的夺走原来属于恩基的权利。{wc}\n作为大地和海洋主宰的恩基大神，显然并不甘心这样的局面。{wc}\n但是恩利尔是自己的兄长，权利确实更大。{wc}\n于是只能接受“组织上”的安排，另外在乌尔建立了自己的城邦。
SAY.flowchart_game_story.1500.王浩,,原来神族们之间也搞内斗啊，{wc}\n跟我们人差不多么。
SAY.flowchart_game_story.1501.凯瑟琳,,的确，谁知道我们人类是不是跟神们学会的呢？{wc}\n刚才说的有点零散，我还是尽可能简而言之吧。{wc}\n恩利尔在伊甸园在人类面前树立了自己至高无上的地位。{wc}\n同时为了巩固自己在民众心中的位置。{wc}\n他主动授予了人类农业知识，让人类掌握了耕种的能力。{wc}\n并且创立了神族和人类间的最高法典。{wc}\n严格的约束了人类作为神族的奴隶与神族世界间的界限。{wc}\n未经允许，人类是不可以得到更多的知识的。{wc}\n而在伊甸园中，那些曾经收到过恩基爱戴的人类，依旧对知识有着浓厚的兴趣。{wc}\n因此最终促成了亚当夏娃的故事，一堆人类偷尝禁果。{wc}\n导致恩利尔大怒。将那些人类赶出了伊甸园。{wc}\n并下令，对人类进行彻底的整顿。{wc}\n并且以此为由离开了伊甸园，留下了一片残局。\n
SAY.flowchart_game_story.1502.王浩,,好吧，原来亚当和夏娃是这么回事。
SAY.flowchart_game_story.1508.凯瑟琳,,整个整顿的过程，恩基都看在眼里，{wc}\n他虽然从内心对人类的怜惜，但出于权力问题却无能为力。{wc}\n但出于对兄长的不满。恩基找到了宁玛，暗中创造出新的一批人类。{wc}\n这批人类就是现今的黄种人。{wc}\n恩基在这次改造中放入了更多神族的基因。{wc}\n使得创造出来的人类，具备更高的神性，并有接近神族的智商和能力。{wc}\n在恩利尔离开后，恩基把乌尔打造成了当时地面上的庞大城市。{wc}\n并且破天荒的授予他全新创造出的黄种人类只有神拥有的王权，{wc}\n教会他亲自选出的人类王族神的知识，包括宇宙的法则，以及养生的知识。{wc}\n因为恩基的仁慈和对人类特别的怜爱。{wc}\n使得后来地面上的人类都将他树立为最伟大的神。{wc}\n渐渐地人类的王权在地面上成为了主宰。{wc}\n人们开始逐渐的忘记了大神恩利尔的存在。\n
SAY.flowchart_game_story.1510.王浩,,听上去，恩基就是人类的救世主啊。{wc}\n一个背叛自己的种族却关爱人类的伟大的神。
SAY.flowchart_game_story.1511.凯瑟琳,,没错，恩利尔一去就是上千年。{wc}\n而这段时间地面上人类和神族达到了真正完美的共处，共同建设美丽的家园。{wc}\n人类的王族也得到了至高无上的知识，同样也想有管理和发展的权利。{wc}\n可惜好景不长。直到恩利尔的回归，看到地面上的这番景象。{wc}\n可以说，从恩利尔的眼中，恩基的这种行为严重触犯了神族法庭的权威。{wc}\n于是展开了耗时多年的神族内部的争论，认为必须终止这次错误的人类创造。{wc}\n如果任凭人类像神族那样的发展，势必最终对世界构成威胁。{wc}\n必须将人类从这个世界上抹除，并再也不能直接授予人类权利和知识。
SAY.flowchart_game_story.1512.王浩,,好吧，这还真的有点戏剧化了。{wc}\n跟很多好莱坞大片的剧情相似啊。
SAY.flowchart_game_story.1513.凯瑟琳,,谁也说不准他们的故事的来源来自哪里哦。{wc}\n那么接下来顺理成章的，通过神族多数票选的一致决议，即将开启最大规模的末日洪水。{wc}\n在争议的过程中，恩基一行神族无论怎样说服自己的族群接受新的人类，最终都得到了冷颜相对。{wc}\n而且也在自己的族群中受到了排挤。但因为是大神安的儿子，所以不至于给他定罪。{wc}\n但是恩基知道这次没办法保全全部的人类了，于是冒死的把末日洪水的消息，走漏给了几位他最最信任的人类。{wc}\n于是这世界上最著名的诺亚方舟的故事就诞生了。{wc}\n提前得知洪水将要摧毁一切的时候，“诺亚”听从他们最最爱戴的大神恩基的教诲，{wc}\n开始收集物种和建造巨大的船只。{wc}\n具体的真实历史不一定完全符合诺亚方舟的故事。但是至少可以肯定的就是其中一部分苏美尔人。{wc}\n在末日洪水疯狂肆虐全世界的之后，奇迹般的存活下来了。\n
SAY.flowchart_game_story.1514.王浩,,好吧，真是有点替他们捏把汗啊。{wc}\n也就是说大洪水真的夺去了世界上的众多人类的生命咯？
SAY.flowchart_game_story.1515.凯瑟琳,,的确，但是存活下来的苏美尔人，继承了大神恩基的智慧，勇敢的重新一点点的建起了自己家园。{wc}\n对于他们来说，恩基就是他们唯一的真神，真正怜爱人类的神。{wc}\n人们开始痛恨恩利尔一批反对人类获得智慧的神。并编写了很多丑化和恶化恩利尔和其他神族的故事。{wc}\n在重建的苏美尔城市中。人首蛇身的恩基大神的形象成为了唯一膜拜的对象。{wc}\n当神族们察觉到地面上尽有残存的人类的时候，感觉到了这是一场奇迹。{wc}\n于是内部开始动摇对人类的态度。由于恩基等神的游说，这时恩利尔无法直接下令铲除这些人们。{wc}\n起初只有恩利尔家族的子嗣们不满恩基在地面上受到的爱戴。{wc}\n先后在地面上人类的世界展开了很长一段时间的骚扰和战争。{wc}\n最终都因恩基家族的子嗣们的聪明智慧以及更高的神族的暗中协助。{wc}\n最终都战胜了恩利尔家族的子嗣们的攻击。\n
SAY.flowchart_game_story.1516.王浩,,听着真特么痛快。{wc}\n人类万岁，恩基家族万岁。
SAY.flowchart_game_story.1517.凯瑟琳,,先别高兴的太早，{wc}\n常年的战争最终对地面的世界造成了毁灭性的创伤。{wc}\n恩基的子嗣马杜克决定，切断神族和人类世界的众多通道。{wc}\n为了维护地面上神族们一手创造出来的人类世界。也同时为了让神族的世界不再受到干扰。{wc}\n他们最终达成协议，人类不再能随意够前往神族世界，{wc}\n而神族没有得到批准也不再能够下凡到人间，祸害人类。{wc}\n在中国的神话传说中，这就是著名的绝地天通。{wc}\n而在很多其他文明的记载中，也都记录了很接近的类似的历史。
SAY.flowchart_game_story.1518.王浩,,感觉也算是破釜沉舟的意思啊。{wc}\n这么说，就是神仙不再能随意来到人间了。人们也没办法前往天国了咯。{wc}\n敢情原来以前神人一家亲啊，怪不得容易出乱子。
SAY.flowchart_game_story.1519.凯瑟琳,,是的，绝地天通后。{wc}\n相当于无论恩利尔还是恩基家族的神族们都不再在人类世界轻易出现了。{wc}\n他们往往会化身或者传音的方式跟地面上的人类领袖联系。{wc}\n而人类，则被划分成不同国家，由指定皇族在分别治理。{wc}\n一时间地上的人类再一次进入了繁荣昌盛时期。
SAY.flowchart_game_story.1520.王浩,,挺好，包干到户，自给自足。
SAY.flowchart_game_story.1526.凯瑟琳,,只可惜恩利尔在天上还是不甘心这样的局面。{wc}\n于是他就处心积虑的设计出了全新的计谋来对付，当时的人类。{wc}\n他假装一改之前对人类冷漠的态度，主动开始靠近人类的君王，并授予他们医疗和农业的知识。{wc}\n逐渐缓和了恩利尔在人类群体中的形象和地位。{wc}\n但是由于他对自己弟弟恩基的私人怨恨，让他开始暗中扰乱人类秩序，企图让人类自取灭亡。\n
SAY.flowchart_game_story.1527.王浩,,我去，这老家伙可真够坏的啊。{wc}\n他后来都干了什么？
SAY.flowchart_game_story.1528.凯瑟琳,,恩利尔慈颜善目的掩藏了自己的恶意，开始在中亚地区辅佐好几个不同人类的族群。{wc}\n并授予北方闪米特族人的祖先以至高无上的王权。{wc}\n就是著名的萨尔贡王，并承诺协助他们推翻苏美尔王国。{wc}\n恩利尔还做了一件非常险恶用意的事情，就是发明全新的文字，{wc}\n让中亚以及欧洲地区的各个人类族群开始使用不同的文字和语言。{wc}\n导致当时还比较单纯的人类文明遭到了各种重创。
SAY.flowchart_game_story.1539.凯瑟琳,,这里要提一下的是，根据我们的研究，我们认为，所谓苏美尔人，自称自己是黑头人，{wc}\n很多历史可以考证的方式可以判断出他们曾经是黄色人种。{wc}\n并且当时只有黄种人被授予了神的血脉和知识。{wc}\n因此黄种人在人类群体中地位是很高的，一般都是皇室人员。{wc}\n而当时的闪米特族人还处在比较野蛮的时期，并没有得到神的眷顾。{wc}\n而黑人一直以来都是被当做奴隶的，当然在恩基的时期，{wc}\n就算黑人也得到了很高的待遇，也同样参与家园的维护和建设。
SAY.flowchart_game_story.1529.王浩,,你这么说，感觉作为黄种人的我，莫名的有点优越感啊！
SAY.flowchart_game_story.1530.凯瑟琳,,先别高兴的太早。{wc}\n接下来就是最关键的故事了。
SAY.flowchart_game_story.1531.王浩,,太好了，感觉终于要进入到正题了。
SAY.flowchart_game_story.1532.凯瑟琳,,在恩利尔暗中支援下，趁恩基家族没有防备的时候，{wc}\n萨尔贡王带领了北方的白人族群，展开了对苏美尔王国的进攻。{wc}\n一场被操控的人类战争拉开了帷幕。{wc}\n而在恩利尔家族暗中帮助下，萨尔贡王，得到了多方的支援，最终占领了苏美尔最大的城邦。{wc}\n并最终把参与的苏美尔王室赶出了苏美尔的城邦。{wc}\n遭到重创的苏美尔民族的皇室家族，被迫向西方和东方撤离。{wc}\n与此同时，历史上大肆鼓吹的伟大的古巴比伦时期拉开了帷幕。
SAY.flowchart_game_story.1533.王浩,,原来巴比伦是这么来的啊！？
SAY.flowchart_game_story.1558.凯瑟琳,,是的，在攻占了苏美尔王国的初期，这些北方白人族群，在恩利尔的蛊惑和指使下，表现出了短暂的大度，{wc}\n一时间苏美尔和巴比伦文明再两河流域保持了共存的局面。{wc}\n而恩利尔的如意算盘是让白人领导的萨尔贡王朝，一步步窃取苏美尔的文明，{wc}\n并将其改造和改编，最终成为巴比伦文明的遗产。{wc}\n偷梁换柱，最终使得巴比伦王朝大肆崛起。{wc}\n然而当时的白人自身因为族群没有多年的文明的熏陶，很快就显露出致命的问题。{wc}\n那么就是，他们太过贪婪。甚至有的时候公然反对恩利尔的指令。
SAY.flowchart_game_story.1559.王浩,,果然都是一些恶人，臭味相投啊。
SAY.flowchart_game_story.1560.凯瑟琳,,恩利尔虽然摧毁苏美尔文明成果的目的达成了。{wc}\n但是出乎他的意料的就是，自己一手扶持的白人新文明漏洞百出。{wc}\n于是他又开始新一轮的“宏观调控”。{wc}\n于是接二连三的欧洲文明在两河流域这块土地上交替的相互取代，战争不断。文明再次进入了混沌的时代。{wc}\n最终恩利尔吸取了前车之鉴，不在以正面身份的主导任何事情。{wc}\n而是创建了森严的秘密组织，并以宗教的名义幕后管理和统治这些新人类建立起来的文明。{wc}\n并且对地面上残存的苏美尔文明进行大量的同化，改变文字，篡改历史。{wc}\n丑化恩基家族族群的神族的形象，把他们比喻成丑陋的蛇妖和恶龙。{wc}\n毁坏了大部分具有宝贵知识的书籍。并创立了以闪米特族人为首，强力服从的新宗教。{wc}\n也就是早期的犹太教以及更古老的宗教，再到强推基督教盛行，这背后都是恩利尔为首的秘密组织协力实现的。{wc}\n说到这里，关于共济会的前身就慢慢能够看出端倪了吧。
SAY.flowchart_game_story.1561.王浩,,如果我没有理解错误的话，你是想说现今世界的这个秘密组织，{wc}\n和恩利尔大神有关？
SAY.flowchart_game_story.1544.凯瑟琳,,没错，根据我们的研究和推测，这个说法十分可靠。{wc}\n这也就是为什么，这些神秘的组织能够获得宝贵的知识的原因。{wc}\n因为他们所听信的就是创造人类的安奴纳奇人恩利尔家族。{wc}\n当然，人类最近4千年的历史上，还发生了很多时间，并且有着更丰富和详细的记载。{wc}\n如果你用心的话，就会发现哪些是在讲述真实的历史，哪些是后来人杜撰或篡改得了。
SAY.flowchart_game_story.1545.王浩,,好吧，听了这么长的故事。突然间感觉到，人类的命运好悲催啊。{wc}\n感觉从一开始被创造出来就是个错误，好容易得到了些眷顾，快活了一段时间。{wc}\n又遭受了这么多的悲剧，唉。。。{wc}\n听得我略绝望啊。
SAY.flowchart_game_story.1546.凯瑟琳,,我能理解你的心情，但不管你相信还是拒绝。{wc}\n这很可能就是我们人类最真实的历史了。{wc}\n再后来的情况其实在很多古老的文明中都有相应的记载。{wc}\n不过还有一些事情，可以让你产生一些希望，那就是我接下来要说的故事了。{wc}\n想听么？
SAY.flowchart_game_story.1568.,,第七章 \n东方的故事
SAY.flowchart_game_story.1576.王浩,,还有希望？！{wc}\n当然想听啊。
SAY.flowchart_game_story.1577.凯瑟琳,,好吧。{wc}\n当恩利尔开始一手遮天的幕后操控人类在美索不达米亚以及欧洲大力发展他的全新文明的时候。{wc}\n与此同时，最早一批离开美索不达米亚平原的苏美尔人，在迁徙的过程，先后经过了古埃及，{wc}\n于是在原有的金字塔地区建立起了古埃及文明。{wc}\n另一批苏美尔人，继续向东迁徙逃难。最终跨过了喜马拉雅山，来到了中国大陆。{wc}\n并且借助了岩棉高耸的山脉天然屏障，{wc}\n使得他们的文明得以长时间的保存下来，没有遭到后来闪米特族人文明的迫害。{wc}\n是的，这一批苏美尔人，他们其实自称为含人，发音和汉人相近。{wc}\n经过在中国大陆的征战和合并，最终形成了中华文明。
SAY.flowchart_game_story.1578.王浩,,不了个是吧？{wc}\n你是说我们中国人其实是外来民族，是从中亚地区逃难过来，{wc}\n最后在这里成立的国家？感觉有点不靠谱啊？
SAY.flowchart_game_story.1579.凯瑟琳,,仔细研究你们的历史以及那些神话故事。你会找到一些蛛丝马迹证明这一点的。{wc}\n我简单举一些例子。在中国历史上，最早的文明起源于夏朝。{wc}\n而事实上，在考古学的发现中，在中国大陆上从来没有发现过夏朝的遗迹和文物。{wc}\n所以考古学家认为他们处在非常原始的时期，其实这时很武断的判断。
SAY.flowchart_game_story.1580.王浩,,是么？那这是为什么呢？
SAY.flowchart_game_story.1581.凯瑟琳,,因为中国的夏朝其实就是洪水过后的苏美尔王朝。{wc}\nsumerian是后来巴比伦时期闪米特族人阿卡德人这么称呼苏美尔人的。{wc}\n事实上苏美尔人自己称呼自己为 示那人，而示那的发音和中国的英文很接近。{wc}\n中国国家的英文名字为什么不是本国人发音叫中国，而叫china呢？{wc}\n因为China发音十分接近Shinar(示那国）同时也很接近“夏”的发音。{wc}\n在另外就是苏美尔人来到中国，先后和东方南方和北方的土著发生过战争，{wc}\n至今还有很多记载称那些土著为东夷，南蛮 等等。说明汉人是外来民族。
SAY.flowchart_game_story.1582.王浩,,好吧，虽然我不愿意接受，但是还是很想听你继续说下去。{wc}\n感觉世界格局这盘棋下的真够大的。
SAY.flowchart_game_story.1583.凯瑟琳,,是的，这个假设如果真的成立，那么就会彻底改写现在全部的世界历史。{wc}\n因为，关于古埃及的故事，不用多说。{wc}\n同样是谜团多多，比如最大的吉萨金字塔。没人愿意承认，他是大洪水之前文明的遗产之一。{wc}\n事实上，世界上大多数的巨型石头的建筑和雕塑，{wc}\n多半都来自大洪水之前那个人神共处的繁荣文明的遗产。\n
SAY.flowchart_game_story.1584.王浩,,原来是这样啊，你这么一说我觉得还真有道理的说。{wc}\n而且我感觉你所说的这个庞大的世界观像极了阿凡达电影中的情节。
SAY.flowchart_game_story.1585.凯瑟琳,,猜猜看，古埃及文明为什么如此繁荣后又消失了？\n
SAY.flowchart_game_story.1586.王浩,,难道也是被恩利尔大神指使的闪米特族人给推翻的？\n
SAY.flowchart_game_story.1587.凯瑟琳,,完全正确。当苏美尔的王族向东逃离到埃及尼罗河流域时，{wc}\n发现这个地方非常接近，他们在两河流域的居住环境。{wc}\n同时发现后面的追兵也停止了追击，于是果断定居下来。{wc}\n并在很短的时期，和当地的人民一起建立起了繁荣的古埃及王朝。{wc}\n巴比伦王朝内忧外患之际，给了古埃及崛起的机会。\n
SAY.flowchart_game_story.1588.王浩,,古埃及其实是苏美尔人建起的文明啊！？\n
SAY.flowchart_game_story.1602.凯瑟琳,,刚才我们一直都在听，闪米特族人在大神恩利尔以及他的子嗣领导和指引下，{wc}\n各种推翻占领或征服原来恩基家族创造和培养出的含族人和黑人留下的文明的故事。{wc}\n但是，纸包不住火。战争只能解决一时之需。{wc}\n但是文化的传承，则像血液一样，不断的流淌在原有的土地上。{wc}\n最终那里的人们还会继续奉行恩基大神所留下的文明，回到一个苏美尔文明的王朝。{wc}\n因此，闪族的长老们处心积虑，一直在筹划创造一个真正的属于他们自己的庞大的文明体系。\n
SAY.flowchart_game_story.1603.王浩,,这貌似真的是相当不容易的啊。
SAY.flowchart_game_story.1604.凯瑟琳,,的确不容易，事实上是相当的难。{wc}\n因此，最行之有效的方法，就是篡改原有的文明古迹，偷梁换柱的办法。{wc}\n所以后来的希腊文明就诞生了。{wc}\n一个完全照搬复刻苏美尔文明的故事和蓝本，改变关键人物和事件的名称，并加以调包的手法。{wc}\n一个以闪米特族人为主人公形象的人类与众神之间的神话故事，完美的取代了苏美尔文明的历史。{wc}\n一时间，整个中亚欧洲的众神的雕塑都变成了，闪族闪米特族人的形象，并留有大胡子。{wc}\n但可能因为抄袭和复刻的痕迹太过明显，希腊文明在短暂的辉煌后又莫名的消失。{wc}\n不过给欧洲和中亚的文明和历史留下了重重的一笔浓墨。{wc}\n随着字母式的文字的逐渐普及，象形文字也逐渐成为封存的历史，{wc}\n只有很高地位的人士才能有机会读到。
SAY.flowchart_game_story.1605.王浩,,怪不得，感觉希腊众神的形象实在是怪怪的。{wc}\n但又说不出哪里有问题。
SAY.flowchart_game_story.1606.凯瑟琳,,希腊文明之后，闪米特族人中一罗马人为首迅速在欧洲崛起。{wc}\n在随着犹太教和基督教的盛行，一个新时代的欧洲文明诞生了。{wc}\n并且因为那些秘密组织的最高人员掌握着最最古老不为人知的秘密。{wc}\n因此他们暗中继承恩利尔神的方式和方法，在欧洲大路上快速的发展起了全新文明。
SAY.flowchart_game_story.1607.王浩,,那中国呢？{wc}\n说了这么多，中国的文明又是怎么一回事？
SAY.flowchart_game_story.1608.凯瑟琳,,问的好。不过，事实上，我们还轮不到说中国呢。{wc}\n在古埃及文明的灭亡，到埃及的沦陷。{wc}\n罗马为首欧洲闪米特族人的势力已经坚不可摧。{wc}\n他们坚信这个世界上，仍然还有恩基文明留下的文明的存在。{wc}\n这些文明一日不除去，这个人类文明的弥天大谎就能再一次被公布与众。
SAY.flowchart_game_story.1609.王浩,,说的也是哦。骗子其实最怕别人揭穿他们。{wc}\n这么说来，这个共济会的秘密组织，{wc}\n就是罗马时期之后以欧洲为首的闪米特族人们用来控制世界的组织咯？
SAY.flowchart_game_story.1610.凯瑟琳,,正是，说了这么多。{wc}\n是不是觉得头脑里有了一副巨大且从来没有想过的蓝图呢？
SAY.flowchart_game_story.1611.王浩,,是啊，真的是太令人震惊了。{wc}\n而且一切都那么合情合理。\n
SAY.flowchart_game_story.1612.凯瑟琳,,咱们继续说，所以在这之后，闪米特人利用自己强大的实力，{wc}\n开始对世界各个角落，恩基家族所遗留下来的人类文明进行大清洗。{wc}\n利用威逼利诱，和强行屠杀等手段，先后，颠覆了古印度文明、非洲的多个文明。{wc}\n再到航海技术的发展后，他们有意识的对大西洋的整个美洲大陆的多个文明进行了肆无忌惮的清除。{wc}\n并且每到一处，掠夺宝藏的同时，大量的毁坏古迹，{wc}\n并强行的推行基督教和天主教强行洗脑，灌输西方的所谓“先进”思想。
SAY.flowchart_game_story.1613.王浩,,怪不得，你这么一说，我觉得很多历史事件就合情合理了。{wc}\n我一直就在想，为什么那帮欧洲人如此疯狂的不惜代价的发现美洲。{wc}\n单纯是为了掠夺资源，真心说不过去的感觉。
SAY.flowchart_game_story.1615.凯瑟琳,,你说的没错，美洲事实上早已成为了目标。{wc}\n只不过，造船技术长久以来限制了欧洲人扩张的野心。
SAY.flowchart_game_story.1616.王浩,,好吧，那么接下来呢？{wc}\n全世界的苏美尔文明或者知道真相的文明都被彻底的抹除了么？\n
SAY.flowchart_game_story.1636.凯瑟琳,,这的确是他们的最终目的。{wc}\n但是，毕竟他们都是人，不是神。{wc}\n想要达成这么浩大的目标，谈何容易？{wc}\n想要全盘的控制全世界的人们的思想，必然是一个上千年的艰难历程。
SAY.flowchart_game_story.1637.王浩,,没错，是人就一定有七情六欲。{wc}\n越是这样一些阴险的人，我猜想他们自己互相也不会那么友善。
SAY.flowchart_game_story.1638.凯瑟琳,,是的，再加上三千年前直至甚至200年前，{wc}\n科技并不发达，通信和信息的传递都很困难。{wc}\n要想达成控制世界的野心，必然需要建立严密的秩序。{wc}\n在人类中建立起复杂有序的管理阶梯。{wc}\n在效仿神族们当时的做法的同时，他们在恩利尔势力的暗中帮助下，{wc}\n以人类的身份建立起了全新的宗教，{wc}\n重新编写了圣经，借助基督教的一般普世价值，{wc}\n形成以教会为首的世界统治的架构。
SAY.flowchart_game_story.1621.凯瑟琳,,没错，不过只说对了一半。\n
SAY.flowchart_game_story.1622.王浩,,怎么说？
SAY.flowchart_game_story.1623.凯瑟琳,,刚才漏说，恩利尔一手打造的白种人巴比伦文明，他们自称闪米特民族。{wc}\n样貌特征是高鼻梁，黄棕头发，长胡须。{wc}\n因为和当时苏美尔民族皇族正统血统的含族黄种人以及最早的黑人民族相貌上相差很大。{wc}\n因此，在推翻和偷梁换柱篡改历史的这件大工程上。他们面临巨大的挑战。
SAY.flowchart_game_story.1624.王浩,,为什么啊？\n
SAY.flowchart_game_story.1625.凯瑟琳,,因为那些含族人的文明的众神雕塑和画像都是黄种人和黑种人为主的。{wc}\n而长满胡须的闪米特人一直不受待见。{wc}\n因此在巴比伦时期，甚至到了之后的罗马时期，{wc}\n真正的皇室都是尽可能的剃光胡须来冒充黄种人这种少须的特性。
SAY.flowchart_game_story.1626.王浩,,呵呵，这个还真的很好笑。{wc}\n难不成我们中国人经常称西域的那些入侵者叫胡人，{wc}\n是因为他们都是大胡子么？
SAY.flowchart_game_story.1627.凯瑟琳,,你说的很对，正是因为这个原因。{wc}\n只是很多人会认为这个联系太过牵强，但实际上这就是本来的意思。{wc}\n我们把视线拉回古埃及王朝，建立起古埃及王朝的苏美人深知恩利尔的罪恶，{wc}\n因此他们请出恩基家族的半神后裔，依照飞鸟的形象创造了全新的象形文字。{wc}\n这样就算是再次被闪米特族人入侵，他们文字中的宝藏也很难被他们篡夺了。
SAY.flowchart_game_story.1628.王浩,,真是聪明啊。{wc}\n也就是说古埃及文明从一开始就知道自己的王朝将会受到威胁么？
SAY.flowchart_game_story.1629.凯瑟琳,,是的，因此古埃及的法老非常注重培养骁勇善战的勇士。{wc}\n只可惜，最终这些伟大的勇士，甚至半神的子嗣领导下。{wc}\n短暂崛起的古埃及文明再一次遭到了，老谋深算的恩利尔家族的计谋。{wc}\n古埃及文明，在人类两族互相使用着神族的大型武器两败俱伤中告终。{wc}\n在那之后，古埃及人为了维护和平，不得不委屈求全的再一次和闪米特族人融合。{wc}\n形成了后来的埃及文明，以及再后来的波斯文明。
SAY.flowchart_game_story.1630.王浩,,真是一场接着一场的悲剧啊。
SAY.flowchart_game_story.1631.凯瑟琳,,的确，想知道巴比伦文明之后，直至欧洲文明是怎样发展的么？
SAY.flowchart_game_story.1632.王浩,,对啊，我听说，巴比伦也很快就覆灭了。
SAY.flowchart_game_story.1633.凯瑟琳,,是的，欧亚大陆上，的多个白人族群的种族开始为了争夺神的土地，征战多年。{wc}\n事实上，闪米特族人的秘密组织的最高人员，有能力可以制止这样的人类争斗。{wc}\n但是他们正忙于下一盘更大的棋。
SAY.flowchart_game_story.1634.王浩,,哦？不妨说来听听。
SAY.flowchart_game_story.1644.王浩,,那么这个共济会又跟这些教会有什么关系呢？
SAY.flowchart_game_story.1645.凯瑟琳,,这里面的关系确实很复杂，有一些信息我也不是特别能够弄明白。{wc}\n大概需要向你们这样一批有志之士，一起努力去发现了。{wc}\n不过总的来说，我们可以理解成，无论是教会的高层还是共济会的高层。{wc}\n他们的上层很可能都是恩利尔家族的势力，神们巧妙地设计出的人类结构。{wc}\n但是总会留一手，为防止人类有机会以下犯上，{wc}\n因此他们会根据人类的发展来决定支持和控制哪个势力。\n
SAY.flowchart_game_story.1646.王浩,,恩，有道理，这样就算一边不听话了，另一边还可以操控。
SAY.flowchart_game_story.1647.凯瑟琳,,是的，我们来简单大致过一下欧洲的历史。{wc}\n大体上经历过了，多教并行，再到基督教统一全部地域。{wc}\n那些非基督教的国家，常年处在战乱之中。{wc}\n天主教会，虽然表面上是奉行圣经的旨意。{wc}\n但实际上是一个戒备森严的充实着犹太教内容的新宗教。{wc}\n但是教会的弊端在近1000年严重的暴露出来。{wc}\n那就是他阻碍了文明向前推进发展的脚步。{wc}\n繁缛的规矩以及对上帝的信仰使人们安于现状的状态，{wc}\n严重阻碍教会试图更快的消灭世界上其他的上一个文明才留下的足迹。
SAY.flowchart_game_story.1648.王浩,,那怎么办？
SAY.flowchart_game_story.1649.凯瑟琳,,所以，事实上，教会的最高层的智囊们，再严密精心的设计下，{wc}\n最终推出了一个非常大胆和野心的全新统治世界的方式。{wc}\n那就是推出并大肆的鼓吹现代科学的方法。{wc}\n当然科学并不是他们的发明创造，但是借助逆反常态的支持科学并强调和认可他们的权威。{wc}\n这一行为一时间推动了整个欧洲的科学技术的发展。{wc}\n同时，教会将自己隐藏在暗处，小心翼翼的经营着所谓的科学技术的发展方向。{wc}\n甚至为了掩人耳目，所以公开的反对一些科学事件的进程。
SAY.flowchart_game_story.1650.王浩,,怎么感觉你把科学也说得像宗教一样。。。
SAY.flowchart_game_story.1651.凯瑟琳,,不是么？{wc}\n你觉得什么是宗教？如何去定义它？
SAY.flowchart_game_story.1652.王浩,,在我看来，科学发展是人类智慧的产物，{wc}\n通过对宇宙万物的客观实验和验证，最终获得合乎情理的结果的一种过程。{wc}\n这一切都和宗教完全不同啊。
SAY.flowchart_game_story.1653.凯瑟琳,,你说的没错，{wc}\n单纯分析科学是一个基于客观事实，实验论证的过程。{wc}\n所谓科学其实是一种认识世界诠释世界的客观方法。{wc}\n本身科学是方法，并不是结果或者结论。{wc}\n共济会的智囊们使用了同样的方式，讲科学这个客观的方法转变成了，大众的一种信仰。{wc}\n并且因为很多科学所谓新发现，与过去教会的说辞正好相反冲突。{wc}\n有效的避开了大众把教会和科学相互联系，甚至认为他们是对立的。
SAY.flowchart_game_story.1654.王浩,,天呐，我也一直认为，科学解释了宇宙的万物，{wc}\n并且推翻了宗教的古时候人对宇宙和世界的认知。{wc}\n就比如，我们地球不是世界的中心而是围绕着太阳旋转的行星，{wc}\n还有进化论解释了我们不是上帝创造的，而是通过长久以来的自然进化演变来的。{wc}\n虽然我内心也确实不太相信这些论断，但是在我心中，{wc}\n科学还是非常值得相信，并帮助生活中的点点滴滴的。{wc}\n结果你说，这所谓科学其实是教会们杜撰出来的新宗教么？
