Key,Description,Standard
SAY.flowchart_Game_Chapter_01.166.,,啊哈，好像确实之前不曾看到你。{wc}不管什么原因把你带到这里，你一定会爱上这里的。
SAY.flowchart_Game_Chapter_01.165.,,哦……那个，那就给我来杯啤酒吧？{wc}第一次来这里，也不知道有什么不错的酒。
SAY.flowchart_Game_Chapter_01.161.,,{shocked}我擦，这伙计眼神呆滞，{wc}说出的话怎么有种背后发凉的感觉。{wc}这里不会是家黑店吧……
SAY.flowchart_Game_Chapter_01.183.,,一时间不知道做点什么好，也真的被自己打败了。
SAY.flowchart_Game_Chapter_01.181.,,附近的那家酒吧好像每晚都很热闹{wc}每次加班很晚回来的时候都会路过，不过从来没进去过。\n
SAY.flowchart_Game_Chapter_01.179.,,奇怪的是街上一个人也没有！
SAY.flowchart_Game_Chapter_01.177.,,也对，都这么晚了，傻子才不回家睡觉。{wc}唉，感觉自己像个异类。
SAY.flowchart_Game_Chapter_01.175.,,干点什么去好呢？
SAY.flowchart_Game_Chapter_01.173.,,话说这和时间的街道景色还是头一回看到！
SAY.flowchart_Game_Chapter_01.171.,,尼玛，居然忘带火机了！{shocked}{wc}逼我戒烟的节奏么？
SAY.flowchart_Game_Chapter_01.169.,,算了，算了，不抽也罢。{wc}几天没睡了，根本不需要抽烟，{wc}人特么也是病态的精神着的！
SAY.flowchart_Game_Chapter_01.123.,,奇怪，今晚的酒吧里除了酒保，其他一个人都没有！{wc}难不成已经关门打样了么？\n
SAY.flowchart_Game_Chapter_01.139.,,人多人少有那么重要么？{wc}难道每一个人来落日酒吧，{wc}不就是热爱它与世隔绝的体验，{wc}体验逃离真实，醍醐灌顶的感觉么？
SAY.flowchart_Game_Chapter_01.138.,,嘿，伙计!{wc}今晚这里怎么这么冷清？{wc}人都去哪里了？{wc}平时好像挺热闹的啊？！，{wc}今天是有什么的情况么？
SAY.flowchart_Game_Chapter_01.390.,,天啊，已经连续四个晚上失眠了。{wc}前段时间的疯狂加班，再加上这倒霉的失眠简直要让我崩溃。{wc}难道这就是我一直以来所追求的梦想么？
SAY.flowchart_Game_Chapter_01.187.,,要不今晚去那里看看？{wc}说不定来场艳遇什么的！\n
SAY.flowchart_Game_Chapter_01.134.,,您好，请问我能为您做点什么？
SAY.flowchart_Game_Chapter_01.132.,,{confused}嗨，你好，请问这里打样了么？
SAY.flowchart_Game_Chapter_01.185.,,算了，我还是别做美梦了，{wc}去那喝两杯或许有助于睡眠。\n\n
SAY.flowchart_Game_Chapter_01.193.,,等等，怎么问才比较合适呢？{wc}要不要透露我是第一次来呢？{wc}那样会不会有些尴尬。\n
SAY.flowchart_Game_Chapter_01.191.,,我记得平时听见这里都很热闹的样。\n
SAY.flowchart_Game_Chapter_01.247.,,没什么啊，你应该比我清楚才对。{wc}除非你是第一次来日落酒吧。
SAY.flowchart_Game_Chapter_01.189.,,我得问问吧台的伙计，\n
SAY.flowchart_Game_Chapter_01.58.,,大家好！{wc}我叫王浩，{wc}普普通通的广告公司设计师。{wc}24K纯屌丝一枚。
SAY.flowchart_Game_Chapter_01.221.,,一般第一次来日落酒吧的人，{wc}我都会推荐你尝尝我们特制的鸡尾酒。{wc}你要尝试一下吗？
SAY.flowchart_Game_Chapter_01.220.,,是么！？{wc}呵呵，希望真的如你所说。
SAY.flowchart_Game_Chapter_01.229.,,{anwser}好的先生，这是您的扎啤。{wc}如果您改变主意了，鸡尾酒随时为您准备。
SAY.flowchart_Game_Chapter_01.228.,,算了，{wc}还是给我来杯扎啤吧。
SAY.flowchart_Game_Chapter_01.455.,,这是什么时候的事啊？{wc}我感觉从来不记得这里曾经是典当行啊？
SAY.flowchart_Game_Chapter_01.234.,,好的谢谢，如果我想要了会告诉你。
SAY.flowchart_Game_Chapter_01.246.,,{confused}喂，你说什么逃离现实？{wc}什么醍醐灌顶啊？
SAY.flowchart_Game_Chapter_01.249.,,哦，原来是新客人啊。{wc}请原谅我刚才的冒犯，{wc}其实我想说的是您一定会喜欢上这里的。{wc}这里绝不是黑店，请您放心。
SAY.flowchart_Game_Chapter_01.248.,,我的确是第一次来这奇怪的地方！{wc}你们这难不成是黑店啊！？
SAY.flowchart_Game_Chapter_01.255.,,先生您别误会，我向您道歉。
SAY.flowchart_Game_Chapter_01.254.,,你这人有点奇怪，前后话语不搭，{wc}让我怎么放心！？
SAY.flowchart_Game_Chapter_01.251.,,这样吧，我们酒吧有个规矩。{wc}凡是第一次来我们酒吧的客人，{wc}我们都免费赠送一杯酒吧秘制的鸡尾酒，{wc}先生愿意享用么？\n
SAY.flowchart_Game_Chapter_01.250.,,光道歉可不行啊，{wc}怎么也得有所补偿吧？！
SAY.flowchart_Game_Chapter_01.263.,,倒也没有，{wc}那么，还是来老配方么？
SAY.flowchart_Game_Chapter_01.262.,,貌似他没察觉出我是第一次来，{wc}也好，免得面对面尴尬，{wc}我就顺藤摸瓜得了。
SAY.flowchart_Game_Chapter_01.261.,,鸡尾酒吧！{wc}难不成最近有新货了么？
SAY.flowchart_Game_Chapter_01.260.,,很高想您还惦记着咱们日落酒吧。{wc}那么这次想点点什么？{wc}鸡尾酒，还是别的？
SAY.flowchart_Game_Chapter_01.259.,,哈哈，你说的也是啊！{wc}有一阵子没来这，还真的挺想念这种感觉得呢。
SAY.flowchart_Game_Chapter_01.273.,,对了，{wc}我们特制的鸡尾酒有一个很特别的名字，{wc}叫做血色浪漫。{wc}它背后还有一段很精彩的故事，{wc}你想听听吗？
SAY.flowchart_Game_Chapter_01.270.,,谢谢
SAY.flowchart_Game_Chapter_01.267.,,听起来不错，{wc}来一杯吧！
SAY.flowchart_Game_Chapter_01.266.,,好的，请稍等。{wc}这是您的鸡尾酒
SAY.flowchart_Game_Chapter_01.278.,,唉~算了，{wc}没什么意思，还是回家睡觉吧！
SAY.flowchart_Game_Chapter_01.284.,,是嘛！？不妨说来听听。
SAY.flowchart_Game_Chapter_01.506.,,你说说现在的这些糟糕的媒体们，{wc}社会本来就够冷漠无情的了，整天就知道报道这些令人听了更沮丧的新闻。{wc}看来看去，全都是负能量的东西！{wc}这样真的好么？你说说！？
SAY.flowchart_Game_Chapter_01.416.,,是啊，别说你觉得夸张了。{wc}酒吧老板当时也感到十分困惑。{wc}但是，之后发生的事情才是重点。{wc}相信我保证让你瞠目结舌的。
SAY.flowchart_Game_Chapter_01.415.,,老人并没有答应。但是给了他一个古董作为礼物。这是一瓶他珍藏多年的一瓶红葡萄酒，{wc}瓶子装饰的非常精美，而里面的酒看上去也有年头了。{wc}老人说这瓶酒是他专门为酒吧老板准备的，在这里已经足足等了30年了。
SAY.flowchart_Game_Chapter_01.414.,,是的，没错。请先耐心听我说吧。{wc}老人和酒吧的老板见的第一面，就说出了酒吧老板的身世以及生意场上的遭遇，{wc}这让酒吧老板十分惊讶。{wc}那天下午他们坐在典当行里面一边饮着葡萄酒一边聊到了深夜。{wc}老人的话句句落地，让酒吧老板大彻大悟。{wc}几乎决定放下手上的事业，投奔老人为徒。
SAY.flowchart_Game_Chapter_01.413.,,其实我也不清楚，可能很久远了吧。当时我们酒吧的老板因为生意失意，来到这里决定当掉一些自己的身外之物。{wc}而这个看似老古董的典当行的老板是一位年事已高的老人。
SAY.flowchart_Game_Chapter_01.412.,,血色浪漫的故事讲的是酒吧的老板原本并不是做这一行的，{wc}而原来我们酒吧这个位置是一家典当行。
SAY.flowchart_Game_Chapter_01.466.,,传说自那之后，酒吧老板一蹶不振个，再也没有心思做生意和正常生活。{wc}他不断地在回忆老人所说的每一句话，以及喝下那瓶酒给自己带来的感受。{wc}他花了2年时间各处打听老人的下落，以及在网络上寻找这瓶酒的出处，很显然毫无所获。{wc}于是有一天他终于想通，一夜之间，变卖了自己的资产，开了这家日落酒吧。{wc}他不断的研究玫瑰葡萄酒的奥秘，最终尝试出他的秘方。
SAY.flowchart_Game_Chapter_01.402.,,是的，名字有些奇怪。{wc}也正是因为这个故事才有这个名字的。\n
SAY.flowchart_Game_Chapter_01.401.,,叫什么？血色浪漫...{wc}好诡异的名字。
SAY.flowchart_Game_Chapter_01.422.,,好吧，反正这里也没有别人可以聊天。{wc}就听你说说吧。
SAY.flowchart_Game_Chapter_01.421.,,好的先生，让我想想要怎么开始吧。
SAY.flowchart_Game_Chapter_01.420.,,行，你慢慢想。{wc}我有一晚上时间听你的故事。
SAY.flowchart_Game_Chapter_01.419.,,行，你慢慢想。{wc}我有一晚上时间听你的故事。
SAY.flowchart_Game_Chapter_01.418.,,呵呵，好的。{wc}让我想想，整理一下思绪。
SAY.flowchart_Game_Chapter_01.439.,,那我更要试一试了。{wc}说真的，我之前也听说过这种致幻的东西能让人看见不可思议的东西。
SAY.flowchart_Game_Chapter_01.438.,,呵呵，你在开玩笑。{wc}不过我之前也说了，血色浪漫里的秘方是做过大量稀释的。{wc}所以效力或许没那么强。{wc}但是不同的人的体质，反映的强度也会不太一样的。
SAY.flowchart_Game_Chapter_01.437.,,被你这么说的，我必须再来一杯啊。{wc}这么神奇的酒，今天能喝到也算是三生有幸了。{wc}期待能见到上帝啊。
SAY.flowchart_Game_Chapter_01.447.,,呵呵，你真逗。{wc}放心吧，不会有那种事情的。{wc}说这里了所有人都体验过血色浪漫带来的境界。{wc}绝对安全，并且我保证你会爱上它的。\n
SAY.flowchart_Game_Chapter_01.446.,,我怕我会进去了出不来啊。{wc}万一我看见了上帝，然后他要带我走怎么办？{wc}我还有贷款没换，我老妈身体不好，还需要我照顾。{wc}最重要的是，我还是单身啊！...\n
SAY.flowchart_Game_Chapter_01.445.,,千真万确。{wc}说你可以不相信我，但是你也看到我们酒吧每天都很热闹。{wc}说如果这被血色浪漫不能名副其实的话，他们早就不会再来了。\n
SAY.flowchart_Game_Chapter_01.430.,,担心什么？
SAY.flowchart_Game_Chapter_01.429.,,我有点纠结啊。{wc}听你说的故事倒是很有趣，感觉喝了这酒就会看到另一个世界。{wc}但是我的确有点担心。
SAY.flowchart_Game_Chapter_01.441.,,您的血色浪漫，请慢用。
SAY.flowchart_Game_Chapter_01.444.,,当真么？
SAY.flowchart_Game_Chapter_01.443.,,明智之举，{wc}这是您的血色浪漫，请慢用。\n
SAY.flowchart_Game_Chapter_01.465.,,也对哦，{wc}那酒吧老板之后怎么处理那瓶酒的？{wc}要是我的话，我一定再来一口，{wc}说不定穿越到什么地方，来个星际旅行了。哈哈。
SAY.flowchart_Game_Chapter_01.464.,,不是你想的这样。{wc} 首先如果说典当行本来就是空的，但是那瓶神秘的葡萄酒依旧在那里。{wc}要怎么解释呢？\n
SAY.flowchart_Game_Chapter_01.463.,,卧槽，{wc}难道说闹了半天，前面说的那些神神道道的都是酒吧老板喝醉了，做的梦吧？{wc}你这个故事有点坑啊！
SAY.flowchart_Game_Chapter_01.462.,,当然没结束啦，{wc}酒吧老板醒来的时候，老人早已不见，{wc}最令人惊讶的是，这家典当行空空如也。{wc}留下来的，只有这瓶玫瑰葡萄酒和酒吧老板本人。
SAY.flowchart_Game_Chapter_01.461.,,老天，这也太刺激了吧。{wc}听上去更像是电子游戏里才会的样子。{wc}话说，后来呢？这故事就这么结束了？
SAY.flowchart_Game_Chapter_01.460.,,好，那我就继续了啊。{wc}接下来老人打开瓶子，玫瑰的芳香瞬间占满了屋子，那气味令人陶醉。{wc}酒吧老板尝试着喝了一口这酒，之后所感受到的景象让他此生难忘，{wc}就像使用了LSD一样，在瞬间感觉自己和宇宙结合，涌泉般的信息涌向酒吧老板的大脑。{wc}他似乎看到一位神，含糊不清，但又亲切万分。{wc}好像他们已经相识了好几个世纪。{wc}在那之后的一切都无限奇妙，仿佛瞬间看到了自己的一生的片段影像，甚至看到自己的前世和未来的画面。{wc}那位神似乎在向他展示整个宇宙的规则，{wc}因为不同纬度的原因，声音图像全部混为一体，无比美妙。{wc}再后来的似乎时间静止，感觉自己与世界融为一体了。{wc}渐渐地意识模糊。
SAY.flowchart_Game_Chapter_01.459.,,30年！！…好吧这个故事越来越离谱了。{wc}一瓶酒有什么大不了的，至于这么劳师动众等30年么？
SAY.flowchart_Game_Chapter_01.458.,,好吧，我先耐下心来，{wc}看看能有多么夸张到，让我瞠目结舌的。
SAY.flowchart_Game_Chapter_01.457.,,我去！还有这种事情？你逗我的吧。结果怎样？收他做徒弟了么？
SAY.flowchart_Game_Chapter_01.456.,,等等，你是说那种卖古董的地方么？
SAY.flowchart_Game_Chapter_01.468.,,呵呵，那倒不至于，{wc}不过至少可以透露的是，这里面的确还有那神秘的秘方。{wc}只不过计量非常小，很多人甚至都察觉不到。{wc}只会觉得，喝下去以后会神志清爽，很快活飘逸，忘记烦恼和忧愁。{wc}所以来店里的很多客人，都是为了能品尝到老板重现出的神酒。{wc}寻找与世隔绝，世外桃源般的感受的。
SAY.flowchart_Game_Chapter_01.467.,,等等，{wc}不要告诉我你给我喝的这杯血色浪漫里面就有，老板的什么配方？{wc}那我岂不是要和宇宙合体了么！？想想还有点小兴奋呢！
SAY.flowchart_Game_Chapter_01.474.,,这哥们说的这个故事挺有意思的，不像是为了推销这杯酒临时编出来的。{wc}不过说不定他跟每个人都说的这个故事，所以已经被的烂熟了。{wc}到底相信不相信他呢？{wc}总感觉有种被忽悠的感觉，不过这鸡尾酒还真的是挺好喝的。{wc}口感十分特别，而且的确含有玫瑰的芳香。{wc}至少我现在感觉心情好多了，还真是有那么一点神奇呢。{wc}所以要不要再来一杯呢？
SAY.flowchart_Game_Chapter_01.473.,,貌似没什么感觉啊。{wc}本来就失眠，头脑清醒身体疲倦。{wc}现在感觉就是身体更疲倦了。{wc}喂，你不会是在忽悠我吧？{wc}欺负我是新来的！
SAY.flowchart_Game_Chapter_01.472.,,当然不会啊，{wc}我在酒吧做了很久了，请相信我。{wc}看得出你的体质应该要再来第二杯才会进入佳境。
SAY.flowchart_Game_Chapter_01.470.,,对，你细细体会感觉一下，有什么不一样的感觉？{wc}通常来说，比较敏感的人一杯下去就会有明显的变化了。
SAY.flowchart_Game_Chapter_01.469.,,怪不得，{wc}总看到这家酒吧里充满了人。原来就是为了这杯酒来的啊！{wc}看来我得再仔细品尝一下这神秘的配方。{wc}看看到底能给我带来什么样的感受？
SAY.flowchart_Game_Chapter_01.493.,,也是，我就是穷屌丝一枚。{wc}说想想你也不会坑我什么，那就再来一杯吧。
SAY.flowchart_Game_Chapter_01.504.,,算了，算了，不纠结了。{wc}没效果也罢。{wc}至少喝点酒还是有助睡眠的。{wc}这么冷清的晚上，能有一个人聊聊天也算不错了。
SAY.flowchart_Game_Chapter_01.502.,,目前我就快喝完第二杯了哦，{wc}但是，完全没有你描述的那种夸张的效果。{wc}你这个伙计为推销店里的就可真是煞费苦心啊！
SAY.flowchart_Game_Chapter_01.501.,,说实话，我真没感觉出来这酒有什么作用哎。{wc}除了口感不错，喝了有一点微醺。{wc}貌似和其他鸡尾酒相比，并没有什么不同的感受啊。{wc}这个侍者没事无聊，逗我玩的么？{wc}怎么听都不觉得他纯粹是为了忽悠我才跟我说这么多吧？{wc}那难道是要劫我的色！！？{wc}呵呵，我看我多想了。
SAY.flowchart_Game_Chapter_01.500.,,（笑而不语，继续整理酒具）
SAY.flowchart_Game_Chapter_01.509.,,所以抛开那些十分“享受”这样的生活的“人们”，{wc}那些有所良知的人都选择来我们酒吧这类的地方。{wc}让酒精帮助他们逃离现实啊。您说对不对？
SAY.flowchart_Game_Chapter_01.508.,,可不是么！{wc}还有政府那些莫名其妙的苛捐杂税。{wc}算上加班，我每个月工作180个小时，{wc}辛苦赚来的工资，一半都得交给这些乱七八糟的费用里去了，{wc}真的到手能给自己支配的就那么一丁点。{wc}你说这是为什么啊！？{wc}还有，手机里电视上整天就是好声音之类的真人秀节目，要不就是假到不行的广告。{wc}真的让人感到窒息。{wc}抬眼望去，人们就像是中了手机病毒，变成了“僵尸”一样。{wc}行尸走肉般的穿行在马路和各种交通工具上。{wc}这不就是“僵尸”么？
SAY.flowchart_Game_Chapter_01.507.,,您说的没错，先生，我也觉得他们很讨厌！{wc}很多时候，一天的好心情都被这些负能量信息给毁了。{wc}搞得每天都好像世界末日一样。
SAY.flowchart_Game_Chapter_01.510.,,太对了，这正是我想要说的！{wc}我真的应该早点来你们酒吧。
SAY.flowchart_Game_Chapter_01.530.,,哈哈，那必须不是啊！{wc}我心里话，我烦透了现在的这种“虚拟现实”般的生活。{wc}不瞒你说，来到这里，和你聊天我才第一次感觉到那种安逸。{wc}你懂我的意思么？
SAY.flowchart_Game_Chapter_01.529.,,当然，我其实早就说过您一定会爱上这里的。{wc}每一位来我们酒吧的客人机会都和你一样，{wc}有着对社会的不满和对生命意义的疑惑。{wc}而很幸运的是，在这间日落酒吧里，他们几乎都找到了他他们想要的东西。
SAY.flowchart_Game_Chapter_01.527.,,现在来也不迟啊，很高兴在这里遇见您。{wc}更高兴的是，你不是那些人。
SAY.flowchart_Game_Chapter_01.1024.,,我到现在都怀疑所经历的事情是真实还是在做梦。{wc}只好在这里跟陌生的你倾诉一下我的离奇经历。{wc}事情是这样的........
SAY.flowchart_Game_Chapter_01.1022.,,昨天，在我身上发生了不可思议的事情。{wc}彻底改变了我的三观。
SAY.flowchart_Game_Chapter_01.1094.,,您好，请问我能为您做点什么？
SAY.flowchart_Game_Chapter_01.1093.,,{anwser}没有，正在营业中，先生。{wc}你想点点什么么？
